game_id,home_team,away_team,predicted_winner,actual_winner,prediction_correct,predicted_home_win,predicted_away_win,predicted_draw,predicted_home_win_percent,predicted_away_win_percent,predicted_draw_percent,predicted_home_5v5_goals_mean,predicted_home_powerplay_goals_mean,predicted_home_total_goals_mean,predicted_home_5v5_xgf_p60_mean,predicted_home_powerplay_xgf_p60_mean,predicted_home_5v5_toi_mean,predicted_home_powerplay_toi_mean,predicted_home_shorthanded_toi_mean,predicted_away_5v5_goals_mean,predicted_away_powerplay_goals_mean,predicted_away_total_goals_mean,predicted_away_5v5_xgf_p60_mean,predicted_away_powerplay_xgf_p60_mean,predicted_away_5v5_toi_mean,predicted_away_powerplay_toi_mean,predicted_away_shorthanded_toi_mean
2025020090,DET,EDM,DET,DET,1,5958,3992,50,0.5958,0.3992,0.005,2.1822992852007577,0.6946804544845444,2.876979739685302,2.8321,7.2259,46.2357201509385,5.753222833713436,4.410857015348066,1.491883843037306,0.928478404326098,2.420362247363404,1.9372,12.6113,46.2357201509385,4.410857015348066,5.753222833713436
2025020613,CGY,BOS,CGY,CGY,1,6420,3540,40,0.642,0.354,0.004,2.3654802948143234,0.8506433294401011,3.2161236242544247,3.1388,7.4868,45.23205687393952,6.8323188121353216,3.5290243139251607,1.9293415299966836,0.5899169952719865,2.51925852526867,2.563,10.035,45.23205687393952,3.5290243139251607,6.8323188121353216
2025020159,DAL,WSH,WSH,DAL,0,3924,6033,43,0.3924,0.6033,0.0043,2.226333525919724,1.0879796929658918,3.3143132188856157,2.8432,16.1903,46.975835347468795,4.034245344692361,4.648719307838841,2.2359587338728977,1.6434980253600282,3.8794567592329257,2.8546,21.1889,46.975835347468795,4.648719307838841,4.034245344692361
2025020602,TBL,MTL,TBL,TBL,1,6189,3754,57,0.6189,0.3754,0.0057,2.0045197341425576,1.0167134479629267,3.021233182105484,2.7113,9.3449,44.355010307789236,6.526710364707217,4.917679327503545,1.6743174841963362,0.8095813713916138,2.4838988555879498,2.2675,9.8615,44.355010307789236,4.917679327503545,6.526710364707217
2025020694,CHI,WSH,WSH,WSH,1,3916,6047,37,0.3916,0.6047,0.0037,1.8560314454561755,0.7766070058028479,2.6326384512590235,2.4929,8.7903,44.703023835160636,5.3068747929464415,5.89130137189292,2.395282395214135,0.7840886734009413,3.1793710686150765,3.213,7.9909,44.703023835160636,5.89130137189292,5.3068747929464415
2025020525,CBJ,ANA,ANA,CBJ,0,4963,4978,59,0.4963,0.4978,0.0059,2.300572620541996,0.6756037129455239,2.9761763334875195,2.933,8.8452,47.1089883001736,4.577070669461528,4.140441030364869,2.3724590574235283,0.6095240465983296,2.9819831040218574,3.0219,8.8265,47.1089883001736,4.140441030364869,4.577070669461528
2025020836,STL,DAL,DAL,DAL,1,4410,5529,61,0.441,0.5529,0.0061,1.926495028459094,0.40523251975277746,2.3317275482118713,2.4228,5.4567,47.69824190505674,4.449230205208506,3.9614278897347517,1.8665290621419357,0.698246163519301,2.564775225661237,2.3491,10.5885,47.69824190505674,3.9614278897347517,4.449230205208506
2025020229,CGY,CHI,CGY,CHI,0,5586,4373,41,0.5586,0.4373,0.0041,2.4775887708543576,0.780417776580249,3.2580065474346065,3.2039,9.5761,46.41063635629831,4.891466434924113,3.962397208777575,2.320021384226373,0.6287854288608381,2.948806813087211,2.9983,9.5216,46.41063635629831,3.962397208777575,4.891466434924113
2025020649,SJS,TBL,TBL,TBL,1,3743,6212,45,0.3743,0.6212,0.0045,1.6972984148895234,0.8278406864073048,2.525139101296828,2.3152,7.1969,43.94856520728909,6.905374760478022,4.946060032232886,2.5137232307290938,0.6108411203113034,3.1245643510403975,3.4354,7.4067,43.94856520728909,4.946060032232886,6.905374760478022
2025020551,OTT,CHI,OTT,OTT,1,7153,2787,60,0.7153,0.2787,0.006,2.508817357236131,0.5945114303358494,3.1033287875719804,3.1367,8.1137,47.955653060524874,4.394753148118539,3.8583937913565824,1.6866757896848685,0.35726992642997085,2.0439457161148393,2.1093,5.5521,47.955653060524874,3.8583937913565824,4.394753148118539
2025020323,FLA,NJD,FLA,FLA,1,7671,2297,32,0.7671,0.2297,0.0032,2.497380041612435,0.9863913109960851,3.48377135260852,3.2452,10.1428,46.16280448772861,5.8383975914542106,4.277997920817183,1.6468911004731663,0.46843317846029203,2.1153242789334583,2.1392,6.5755,46.16280448772861,4.277997920817183,5.8383975914542106
2025020199,TOR,PIT,TOR,TOR,1,4998,4952,50,0.4998,0.4952,0.005,2.2729716135924014,0.49593128514262363,2.768902898735025,2.7543,6.7035,49.52100484849573,4.4482786518314406,2.481116499672829,2.167489714572252,0.5751754273514725,2.7426651419237236,2.6263,13.8832,49.52100484849573,2.481116499672829,4.4482786518314406
2025020283,FLA,TBL,FLA,TBL,0,7152,2819,29,0.7152,0.2819,0.0029,2.0339008575762194,1.099607833976517,3.133508691552736,2.6984,10.6934,45.20908621339483,6.167855387057829,4.507358399547332,1.7196451393196956,0.3746057548416415,2.094250894161337,2.2805,4.9905,45.20908621339483,4.507358399547332,6.167855387057829
2025020580,NYI,NJD,NYI,NYI,1,5399,4571,30,0.5399,0.4571,0.003,2.547708249426874,0.7985819779579555,3.34629022738483,3.2271,10.2951,47.31980059125844,4.654949698370615,3.86734971037094,2.268315922463549,0.8566658912485529,3.124981813712102,2.8749,13.3252,47.31980059125844,3.86734971037094,4.654949698370615
2025020842,NYI,NYR,NYR,NYI,0,4240,5719,41,0.424,0.5719,0.0041,2.2064878982981133,0.8152852427907924,3.0217731410889055,2.8195,8.9187,46.9703566129822,5.502499881920935,3.691843505096868,2.577897831889202,0.8539081110014813,3.431805942890683,3.2891,13.8874,46.9703566129822,3.691843505096868,5.502499881920935
2025020453,PHI,COL,COL,COL,1,3556,6394,50,0.3556,0.6394,0.005,1.6544791422119223,0.6282343545197375,2.2827134967316596,2.1601,7.0094,46.02138872149843,5.370856176102608,4.787555102398961,2.445122951221934,0.5478542155762846,2.9929771667982186,3.1853,6.8757,46.02138872149843,4.787555102398961,5.370856176102608
2025020854,EDM,SJS,EDM,EDM,1,6322,3639,39,0.6322,0.3639,0.0039,2.4352382300030473,1.1762714309459699,3.6115096609490176,3.1192,14.6971,46.863614748435424,4.799219966748729,4.4124652848158465,2.0637652778360707,0.874710680859618,2.9384759586956886,2.6422,11.9131,46.863614748435424,4.4124652848158465,4.799219966748729
2025020332,PIT,MIN,PIT,MIN,0,6104,3850,46,0.6104,0.385,0.0046,2.6066198018193516,1.0412303783605976,3.6478501801799497,3.3542,13.1611,46.63257206926272,4.749617032303485,5.6514108984337925,2.2930719681331193,0.7761971136806727,3.069269081813792,2.9508,8.2333,46.63257206926272,5.6514108984337925,4.749617032303485
2025020800,EDM,PIT,PIT,PIT,1,4800,5158,42,0.48,0.5158,0.0042,2.3976872419224335,0.5567337739102735,2.9544210158327067,2.9126,8.1255,49.344621429396575,4.11157726419933,3.0536013064040946,2.519224339871826,0.5669313957955596,3.086155735667386,3.0624,11.1301,49.344621429396575,3.0536013064040946,4.11157726419933
2025020279,CAR,VAN,CAR,CAR,1,7740,2228,32,0.774,0.2228,0.0032,2.9718445005849783,1.25696869151959,4.2288131921045675,4.1019,13.4985,43.51785624556187,5.571285719832379,5.778758034605746,1.7422931808889803,0.9819235870343528,2.724216767923333,2.4002,10.2156,43.51785624556187,5.778758034605746,5.571285719832379
2025020494,UTA,SEA,UTA,UTA,1,6323,3628,49,0.6323,0.3628,0.0049,2.381906918921799,0.6243185544937395,3.006225473415539,2.9915,9.3643,47.80830082137914,4.007143243299191,3.9106559353216688,1.7168772359514015,0.6328321813423388,2.3497094172937407,2.1532,9.6859,47.80830082137914,3.9106559353216688,4.007143243299191
2025020264,SEA,CBJ,CBJ,CBJ,1,3978,5978,44,0.3978,0.5978,0.0044,1.6162967321148711,0.9647226455242882,2.581019377639159,2.0233,11.6583,47.89181750882744,4.956693464509228,2.7707890266633366,2.3109292148376186,0.7866227145820397,3.0975519294196583,2.8922,17.017,47.89181750882744,2.7707890266633366,4.956693464509228
2025020349,NYI,SEA,NYI,NYI,1,5088,4873,39,0.5088,0.4873,0.0039,2.1439120200018125,0.588662773964659,2.7325747939664713,2.7314,9.7433,47.057497275177134,3.620718597020134,4.950984127802733,1.7278638852643824,0.9550680373484516,2.6829319226128336,2.2025,11.5854,47.057497275177134,4.950984127802733,3.620718597020134
2025020771,COL,WSH,COL,COL,1,7169,2806,25,0.7169,0.2806,0.0025,2.373365070082359,1.1308228918508034,3.5041879619331624,3.2248,9.0611,44.11880471181938,7.490758868841187,4.73573641933944,1.910308665693599,0.5301967070426675,2.4405053727362667,2.5955,6.7149,44.11880471181938,4.73573641933944,7.490758868841187
2025020574,LAK,CBJ,LAK,CBJ,0,5866,4081,53,0.5866,0.4081,0.0053,2.2738004081725527,0.7752935875575139,3.0490939957300665,2.9554,8.6556,46.18810759554828,5.370057483393109,4.375634921058612,2.1002065233422513,0.5075557745789852,2.6077622979212363,2.7289,6.9487,46.18810759554828,4.375634921058612,5.370057483393109
2025020838,VAN,SJS,VAN,SJS,0,5862,4103,35,0.5862,0.4103,0.0035,2.5376397872517207,0.9826395648030549,3.5202793520547755,3.2782,12.3808,46.40841803523256,4.757092664342863,4.134689300424582,2.1426447022999504,0.8945958783269145,3.037240580626865,2.7676,12.9759,46.40841803523256,4.134689300424582,4.757092664342863
2025020773,FLA,SJS,FLA,SJS,0,7424,2535,41,0.7424,0.2535,0.0041,2.487560386319106,1.2059505192500495,3.693510905569156,3.3595,11.402,44.447550774546414,6.347025841451263,5.11332338400232,1.757344369210532,0.6841641139158345,2.4415084831263663,2.3726,8.0151,44.447550774546414,5.11332338400232,6.347025841451263
2025020790,UTA,PHI,UTA,UTA,1,5587,4357,56,0.5587,0.4357,0.0056,2.416416128142154,0.7571676247152991,3.173583752857453,3.1517,7.8346,46.00196033624128,5.804607935624217,3.9520317281345014,2.0124168335410717,0.8374090472160608,2.8498258807571326,2.6239,12.6809,46.00196033624128,3.9520317281345014,5.804607935624217
2025020652,WSH,CHI,WSH,CHI,0,7077,2889,34,0.7077,0.2889,0.0034,2.9600435331202033,0.8622454830022198,3.8222890161224226,3.7176,11.3754,47.793882771168484,4.546859841408531,4.098257387422986,2.1085607930358456,0.5503389642083027,2.6588997572441486,2.6475,8.0716,47.793882771168484,4.098257387422986,4.546859841408531
2025020359,LAK,OTT,OTT,LAK,0,3881,6056,63,0.3881,0.6056,0.0063,1.572463359004396,0.5525188758668046,2.1249822348712004,2.0894,6.9526,45.20248958990231,4.780666017023151,6.4717443930745455,2.1162789545493936,0.4993694686753316,2.6156484232247252,2.807,4.6366,45.20248958990231,6.4717443930745455,4.780666017023151
2025020748,VGK,TOR,VGK,VGK,1,6134,3820,46,0.6134,0.382,0.0046,2.3792929529426705,0.7751730244231851,3.154465977365856,2.957,12.1257,48.252257980432375,3.8360782358610077,3.67026378370662,2.216704774700252,0.3631137311249735,2.5798185058252256,2.7554,5.937,48.252257980432375,3.67026378370662,3.8360782358610077
2025020571,TBL,STL,TBL,TBL,1,5816,4144,40,0.5816,0.4144,0.004,2.326196163521164,0.7159881334202567,3.0421842969414206,3.0618,7.4862,45.5813001570151,5.747358059915544,4.7837417830693525,1.9942297876954311,0.675978337710524,2.670208125405955,2.6236,8.4695,45.5813001570151,4.7837417830693525,5.747358059915544
2025020211,ANA,FLA,FLA,ANA,0,3203,6758,39,0.3203,0.6758,0.0039,1.9710548076688748,0.8793952444798134,2.8504500521486884,2.8986,7.0564,40.79044184062219,7.476403423165709,7.949954736212103,2.6654427642846446,1.0899590911869232,3.755401855471568,3.9175,8.2342,40.79044184062219,7.949954736212103,7.476403423165709
2025020446,TBL,NYI,TBL,NYI,0,6339,3616,45,0.6339,0.3616,0.0045,2.356800432764702,1.1149222212587917,3.471722654023494,3.213,12.5402,44.00873974049925,5.338991770613851,5.934068488886895,1.9079789356693833,0.8951873244100723,2.803166260079456,2.6036,9.0327,44.00873974049925,5.934068488886895,5.338991770613851
2025020226,LAK,FLA,LAK,FLA,0,5443,4518,39,0.5443,0.4518,0.0039,2.2320063827535495,0.9230147574297558,3.1550211401833055,3.3121,8.1398,40.449098541095864,6.804865791055182,9.233535667848955,2.155964197172787,0.7918600050640678,2.9478242022368546,3.1975,5.147,40.449098541095864,9.233535667848955,6.804865791055182
2025020679,CHI,STL,STL,CHI,0,4072,5874,54,0.4072,0.5874,0.0054,1.9168081463023137,0.47777216050353755,2.394580306805851,2.5006,5.8501,45.981145653685815,4.899911038908744,5.3442433074054385,2.154996166891467,0.6522493392148911,2.807245506106358,2.8088,7.3213,45.981145653685815,5.3442433074054385,4.899911038908744
2025020573,ANA,SEA,ANA,SEA,0,6719,3237,44,0.6719,0.3237,0.0044,2.6139245731657623,0.7094601968314053,3.3233847699971673,3.3134,9.1167,47.30795751706186,4.685692973981452,3.7865495089566887,1.9236500844336744,0.5087294703003492,2.4323795547340237,2.4404,8.0581,47.30795751706186,3.7865495089566887,4.685692973981452
2025020280,STL,PHI,STL,PHI,0,5465,4489,46,0.5465,0.4489,0.0046,2.2782203938161047,0.45546715891481526,2.73368755273092,2.9211,4.7952,46.80352430651589,5.706770382892369,3.671105310591742,1.8965608389391992,0.598464826438531,2.4950256653777303,2.4333,9.7853,46.80352430651589,3.671105310591742,5.706770382892369
